finalserialno,a01,a02,a03,region,recontact,agency,Constit_Code,Constit_Name,Interview_Date,total_num_dwel,total_num_hous,num_elig_people,edlevel,turnoutValidationReg
60823,the gap  in  older  and  younger generations,Labour,Fairly interested,West Midlands,No,GfK,Birmingham,E14000567,07/08/2017,1,1,3,A-level,Not voted-registered
60903,brexit,None/No party,Not very interested,West Midlands,Yes,GfK,Birmingham,E14000568,07/07/2017,1,1,1,A-level,Voted
60907,immmigration,United Kingdom Independence Party (UKIP),Not very interested,West Midlands,Yes,GfK,Birmingham,E14000568,05/07/2017,1,1,2,GCSE,Not voted-registered
60915,terrisem,Labour,Not very interested,West Midlands,No,GfK,Birmingham,E14000568,10/07/2017,1,1,2,No qualifications,Voted
60916,immigrants,Labour,Very interested,West Midlands,No,GfK,Birmingham,E14000568,12/07/2017,1,1,2,Postgrad,Voted
60919,the propargander about immmigration,None/No party,Fairly interested,West Midlands,No,GfK,Birmingham,E14000568,26/07/2017,1,1,1,GCSE,
60920,Division of the country,None/No party,Not at all interested,West Midlands,No,GfK,Birmingham,E14000568,27/07/2017,1,1,4,Below GCSE,
61001,brexit,Conservatives,Very interested,West Midlands,Yes,GfK,Birmingham,E14000568,06/07/2017,1,1,2,GCSE,
61002,immigration,Conservatives,Not at all interested,West Midlands,Yes,GfK,Birmingham,E14000568,04/07/2017,1,1,2,A-level,Voted
61015,immigration,United Kingdom Independence Party (UKIP),Fairly interested,West Midlands,No,GfK,Birmingham,E14000568,18/07/2017,1,1,1,No qualifications,Voted
61017,mass uncontrolled immigration,Conservatives,Fairly interested,West Midlands,No,GfK,Birmingham,E14000568,23/07/2017,1,1,1,Undergraduate,
61018,terrerism,Labour,Fairly interested,West Midlands,No,GfK,Birmingham,E14000568,27/07/2017,1,1,2,GCSE,Voted
61020,immigration,United Kingdom Independence Party (UKIP),Very interested,West Midlands,No,GfK,Birmingham,E14000568,18/07/2017,1,1,1,A-level,Not voted-unregistered
61021,immigration,Conservatives,Not very interested,West Midlands,No,GfK,Birmingham,E14000568,26/07/2017,1,1,2,,Voted
61022,immigration,Labour,Not very interested,West Midlands,No,GfK,Birmingham,E14000568,25/07/2017,1,1,1,Below GCSE,Voted
61117,crime and nothing being done with the offenders,None/No party,Fairly interested,West Midlands,No,Kantar,Bromsgrove,E14000605,08/07/2017,1,1,1,A-level,Voted
61118,Terrorism issues,None/No party,Fairly interested,West Midlands,No,Kantar,Bromsgrove,E14000605,08/07/2017,1,1,2,Postgrad,
61119,The gap between thee haves and have nots is getting bigger,None/No party,Fairly interested,West Midlands,No,Kantar,Bromsgrove,E14000605,27/07/2017,1,1,1,A-level,Voted
61123,-1,,Fairly interested,West Midlands,No,Kantar,Bromsgrove,E14000605,15/08/2017,1,1,2,A-level,Not voted-registered
61126,-1,,Fairly interested,West Midlands,No,Kantar,Bromsgrove,E14000605,26/07/2017,1,1,1,No qualifications,
61218,"brexit, getting the deal right and conducted as smoothly as possible",Conservatives,Fairly interested,West Midlands,No,Kantar,Bromsgrove,E14000605,14/08/2017,1,1,2,GCSE,
61222,Brexit,Conservatives,Not very interested,West Midlands,No,Kantar,Bromsgrove,E14000605,18/07/2017,1,1,2,Undergraduate,
61224,"Exiting the eu, it is a ridiculuous idea",Liberal Democrats,Very interested,West Midlands,No,Kantar,Bromsgrove,E14000605,02/08/2017,1,1,2,Postgrad,
61225,Getting a good deal with Brexit,Don`t know,Not very interested,West Midlands,No,Kantar,Bromsgrove,E14000605,19/07/2017,1,1,2,Undergraduate,
61303,imigration  issues  it  causes  social    issues  the  clashes   and  the racism,None/No party,Fairly interested,West Midlands,Yes,Kantar,Cannock Ch,E14000618,08/07/2017,1,1,2,A-level,Voted
61315,terrorism   fear  to  go  to concerts,Conservatives,Not very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,10/07/2017,1,1,2,No qualifications,
61316,social  inbalance,Labour,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,08/07/2017,1,1,2,No qualifications,
61317,terror  attacks  it  could  happen  in  our  area,Don`t know,Not very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,10/07/2017,1,1,1,A-level,Not voted-unregistered
61318,imigrannts,Labour,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,07/07/2017,1,1,2,GCSE,Voted
61319,"Cuts to the public sector, I work in the public sector, so I realise the effeccts that they are actually having.",Labour,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,13/09/2017,1,1,2,Undergraduate,Voted
61320,the  generation  we  are  in  P   when   my   children  are  growing  up  its  going  to  crime   crime  crime  and  dont  like   it,Labour,Not very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,10/07/2017,1,1,3,A-level,Not voted-registered
61322,too  many  imigrants  coming  in   social  structure  cant  cope  i  feel  we  are  being  dictated  to  by  the  imigrants  and  the  do  gooders  i  feel  that  all  polititions are  lying to  us  and  me as   a  pensioner   dont  like  i,Conservatives,Very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,08/07/2017,1,1,2,No qualifications,Voted
61323,the  way    the  money  is   spent    P   not  enough  spent  on  ordinary  people,Labour,Not very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,10/07/2017,1,1,1,GCSE,Not voted-unregistered
61415,the  brexit/imigration,Labour,Not very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,07/07/2017,1,1,1,A-level,Voted
61417,imigration,None/No party,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,07/07/2017,1,1,2,A-level,Voted
61418,immigration    P    people   living off  our  system  we  are  too   soft,Don`t know,Not at all interested,West Midlands,No,Kantar,Cannock Ch,E14000618,11/07/2017,1,1,1,A-level,Not voted-registered
61419,n h s  we  are  very  skilled  at  this  but not   enough  staff  to  cover   look  aftet  our   staff,Labour,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,24/07/2017,1,1,3,Undergraduate,Not voted-registered
61420,immigration     P   letting too many people  in  thats  from  personal  experience  cant  believe  the amount  of  eastern  europens  here  which effects  our  inferstructor,Conservatives,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,24/07/2017,1,1,2,Undergraduate,Voted
61421,Brexit ie. leaving the EU.,Conservatives,Very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,08/09/2017,1,1,3,GCSE,Ineligible
61422,d wealth need    to  re  distribute  it   its  not   fair  its  an  un equal  society  we   are  not  a  content  society,Labour,Very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,08/07/2017,1,1,1,Undergraduate,
61423,money  P   lack  of  it for everyone  wages  debt  in    country,None/No party,Not very interested,West Midlands,No,Kantar,Cannock Ch,E14000618,11/07/2017,1,1,2,A-level,Voted
61424,imigration   too many   thats  all not  controlled  hospitats  cant  cope  e tc,Conservatives,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,10/07/2017,1,1,1,A-level,Voted
61425,imigration,Conservatives,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,07/07/2017,1,1,1,Undergraduate,
61426,brexit  un  certianty   the  politics  of  it  a  hung  parliment,None/No party,Fairly interested,West Midlands,No,Kantar,Cannock Ch,E14000618,10/07/2017,1,1,2,Undergraduate,Voted
61515,war,All of them/ more than one,Fairly interested,West Midlands,No,Kantar,Coventry N,E14000650,10/08/2017,1,1,2,GCSE,Voted
61516,rich and poor divide,Labour,Very interested,West Midlands,No,Kantar,Coventry N,E14000650,25/07/2017,1,1,2,Undergraduate,
61517,terrrorismand  attacks,Conservatives,Fairly interested,West Midlands,No,Kantar,Coventry N,E14000650,25/07/2017,1,1,2,Undergraduate,Not voted-registered
61518,brexit,Conservatives,Not very interested,West Midlands,No,Kantar,Coventry N,E14000650,16/08/2017,1,1,4,Undergraduate,Voted
61523,immigration,None/No party,Not at all interested,West Midlands,No,Kantar,Coventry N,E14000650,16/08/2017,1,1,2,GCSE,Not voted-registered
61524,brexit,Labour,Fairly interested,West Midlands,No,Kantar,Coventry N,E14000650,09/08/2017,1,1,3,A-level,Voted
61525,brexit,Labour,Not at all interested,West Midlands,No,Kantar,Coventry N,E14000650,23/08/2017,1,1,1,GCSE,Not voted-registered
61526,brexit,Conservatives,Very interested,West Midlands,No,Kantar,Coventry N,E14000650,09/08/2017,1,1,2,Undergraduate,Voted
61603,brexit,Conservatives,Fairly interested,West Midlands,Yes,Kantar,Coventry N,E14000650,10/08/2017,1,1,1,A-level,Voted
61615,Security and feeling safe when you go out.,Conservatives,Not very interested,West Midlands,No,Kantar,Coventry N,E14000650,12/09/2017,1,1,3,GCSE,Voted
61620,rise of populism,Labour,Very interested,West Midlands,No,Kantar,Coventry N,E14000650,23/08/2017,1,1,3,A-level,Voted
61621,brexit,Labour,Fairly interested,West Midlands,No,Kantar,Coventry N,E14000650,10/08/2017,1,1,1,Undergraduate,Not voted-registered
61622,brexit and impact on immiration,Labour,Very interested,West Midlands,No,Kantar,Coventry N,E14000650,25/07/2017,1,1,3,A-level,Not voted-unregistered
61716,nhs is in difficult situation,Don`t know,Fairly interested,West Midlands,No,Kantar,Halesowen,E14000722,07/07/2017,1,1,2,Below GCSE,
61717,there is no single issue beside terrorism maybe,Don`t know,Not at all interested,West Midlands,No,Kantar,Halesowen,E14000722,19/08/2017,1,1,1,A-level,
61722,cost of leaving,Labour,Not very interested,West Midlands,No,Kantar,Halesowen,E14000722,15/07/2017,1,1,2,Below GCSE,
61724,the economy is knackered,Labour,Fairly interested,West Midlands,No,Kantar,Halesowen,E14000722,23/08/2017,1,1,2,A-level,
61804,over population incress preures on property and bad for envirment,None/No party,Not very interested,West Midlands,Yes,Kantar,Halesowen,E14000722,07/07/2017,1,1,3,Undergraduate,Not voted-registered
61815,goverment is falling out among them self dont anspire,Conservatives,Fairly interested,West Midlands,No,Kantar,Halesowen,E14000722,20/07/2017,1,1,1,A-level,
61818,the NHS needs more funding,None/No party,Not very interested,West Midlands,No,Kantar,Halesowen,E14000722,19/08/2017,1,1,1,Undergraduate,Voted
61822,getting brexit right,Conservatives,Not very interested,West Midlands,No,Kantar,Halesowen,E14000722,26/08/2017,1,1,2,Undergraduate,Voted
61915,brexit,Labour,Very interested,West Midlands,No,Kantar,Kenilworth,E14000767,25/07/2017,1,1,2,Undergraduate,Voted
61917,brexit challege,Conservatives,Fairly interested,West Midlands,No,Kantar,Kenilworth,E14000767,08/07/2017,1,1,1,Undergraduate,Voted
61919,state of education system,None/No party,Very interested,West Midlands,No,Kantar,Kenilworth,E14000767,11/07/2017,1,1,2,Postgrad,Voted
61920,Brexit,Labour,Not very interested,West Midlands,No,Kantar,Kenilworth,E14000767,14/09/2017,1,1,2,GCSE,Not voted-unregistered
61921,lack of affordable housing,None/No party,Fairly interested,West Midlands,No,Kantar,Kenilworth,E14000767,28/07/2017,1,1,1,A-level,Voted
61922,leaving eu,Labour,Fairly interested,West Midlands,No,Kantar,Kenilworth,E14000767,08/07/2017,1,1,2,GCSE,Voted
61924,benefits system,Conservatives,Fairly interested,West Midlands,No,Kantar,Kenilworth,E14000767,25/07/2017,1,1,1,No qualifications,Voted
61926,benefit system,Don`t know,Not at all interested,West Midlands,No,Kantar,Kenilworth,E14000767,07/08/2017,1,1,2,A-level,Not voted-registered
62015,economy,Conservatives,Fairly interested,West Midlands,No,Kantar,Kenilworth,E14000767,11/07/2017,1,1,2,Below GCSE,Voted
62023,Uncertainty with Europe and Brexit.,Conservatives,Not very interested,West Midlands,No,Kantar,Kenilworth,E14000767,07/09/2017,1,1,3,Undergraduate,Not voted-unregistered
62024,brexit,Conservatives,Very interested,West Midlands,No,Kantar,Kenilworth,E14000767,08/07/2017,1,1,2,Below GCSE,Voted
62025,economy,Don`t know,Very interested,West Midlands,No,Kantar,Kenilworth,E14000767,11/07/2017,1,1,1,Postgrad,Voted
62115,"Immigration, we don't know who is here and who isn't.",Don`t know,Not very interested,West Midlands,No,Kantar,Lichfield,E14000791,28/07/2017,1,1,3,A-level,Not voted-registered
62117,The calibre of the people in government.,Conservatives,Fairly interested,West Midlands,No,Kantar,Lichfield,E14000791,12/07/2017,1,1,2,No qualifications,Voted
62119,"Brexit is taking it's time, it should not take this long to come out of  the Common Market.",Labour,Fairly interested,West Midlands,No,Kantar,Lichfield,E14000791,14/07/2017,1,1,1,GCSE,Not voted-registered
62120,Immigration. docters and people like that are good for the country but people who are sponging off the country aren't,United Kingdom Independence Party (UKIP),Fairly interested,West Midlands,No,Kantar,Lichfield,E14000791,28/07/2017,1,1,3,,Voted
62121,All the horrible terror attacks that are going on.,Labour,Not very interested,West Midlands,No,Kantar,Lichfield,E14000791,31/07/2017,1,1,2,GCSE,Voted
62122,Immigration.,Labour,Not at all interested,West Midlands,No,Kantar,Lichfield,E14000791,14/07/2017,1,1,2,No qualifications,Not voted-registered
62124,cost  of  living/gas electric  phones etc,Conservatives,Not very interested,West Midlands,No,Kantar,Lichfield,E14000791,11/09/2017,1,1,2,No qualifications,Voted
62125,"Brexit is causing a lot of problems, people are disagreeing as to whether we should stay in or leave the EU.",Don`t know,Not very interested,West Midlands,No,Kantar,Lichfield,E14000791,17/07/2017,1,1,1,No qualifications,Not voted-registered
62207,To sort out the exit from the EU instead of arguing amongst themselves.,Conservatives,Very interested,West Midlands,Yes,Kantar,Lichfield,E14000791,18/07/2017,1,1,1,Undergraduate,Voted
62216,How we are going to cope with leaving the EU - Brexit.,Labour,Fairly interested,West Midlands,No,Kantar,Lichfield,E14000791,26/07/2017,1,1,1,GCSE,Voted
62217,"Brexit, not  knowing what is going to happen.",Conservatives,Very interested,West Midlands,No,Kantar,Lichfield,E14000791,26/07/2017,1,1,2,GCSE,Voted
62218,"Immigration, too many people coming in to the country.",None/No party,Not at all interested,West Midlands,No,Kantar,Lichfield,E14000791,19/07/2017,1,1,2,GCSE,
62219,"Brexit, the issues concerning our exit from the EU.",Conservatives,Fairly interested,West Midlands,No,Kantar,Lichfield,E14000791,20/07/2017,1,1,2,Undergraduate,Voted
62221,"Wages, inflation, house prices, austerity.",Labour,Very interested,West Midlands,No,Kantar,Lichfield,E14000791,31/07/2017,1,1,2,Postgrad,Voted
62222,"Immigration, there is too much and we let the wrong people in.",None/No party,Fairly interested,West Midlands,No,Kantar,Lichfield,E14000791,31/08/2017,1,1,2,GCSE,Voted
62224,Brexit,Conservatives,Not very interested,West Midlands,No,Kantar,Lichfield,E14000791,21/07/2017,1,1,2,No qualifications,Voted
62503,finance/we're giving an awful lot of money to other countries tat don't necessarily need it. Especially the oil rich nations,Conservatives,Fairly interested,West Midlands,Yes,Kantar,North Shro,E14000849,01/08/2017,1,1,2,Undergraduate,Voted
62516,"Immigration/as a Country we are not big enough to take people,in size/because of that a shortage of housing and the NHS has got problems as well",Conservatives,Fairly interested,West Midlands,No,Kantar,North Shro,E14000849,10/08/2017,1,1,2,No qualifications,Not voted-registered
62518,not into  politics or anything/ don't really know./no not really,Don`t know,Not very interested,West Midlands,No,Kantar,North Shro,E14000849,26/07/2017,1,1,1,No qualifications,Voted
62519,"control of immigration/withdrawal from common market/the Country and it's infrastructure is relatively sound and the immigtation puts a strain on the infrastructure, stretching it, and probably bringing in cheap labour and if it's not contr",None/No party,Fairly interested,West Midlands,No,Kantar,North Shro,E14000849,09/08/2017,1,1,2,Undergraduate,Not voted-unregistered
62523,"brexit negotiations/ at the forefront of Government at the moment taking up resources/time negotiating which woud be better spent elsewhere/ such as health education, which have been put on a back burner.",Conservatives,Very interested,West Midlands,No,Kantar,North Shro,E14000849,01/08/2017,1,1,2,Undergraduate,Voted
62616,presumably Brexit/The chaotic situation about arrangements/ the whole negotiations both tim wise and nobody seems to know what hey do want and what they don't want,None/No party,Fairly interested,West Midlands,No,Kantar,North Shro,E14000849,17/08/2017,1,1,2,Undergraduate,Voted
62621,the Brexit,Liberal Democrats,Very interested,West Midlands,No,Kantar,North Shro,E14000849,27/07/2017,1,1,3,Undergraduate,Voted
62624,"national Health/lot of money wasted/ e.g.offered me unnecessary equipment when I was in hospital before discharge, useful 3 years later/ what awaste of money as don't charge anything for them, such as zimmer frames, commode etc.",Conservatives,Fairly interested,West Midlands,No,Kantar,North Shro,E14000849,02/08/2017,1,1,1,No qualifications,Voted
62625,Brexit/ I think it's going to be a complete disaster because I think peope didn't have a cluenabout what they were voting for/ I don't think  it's going to be as easy to get trading relationships with other countries particularly the Europe,Conservatives,Very interested,West Midlands,No,Kantar,North Shro,E14000849,03/08/2017,1,1,2,Undergraduate,Voted
62626,Brexit/how much it is going to effect jobs import an export,Conservatives,Not at all interested,West Midlands,No,Kantar,North Shro,E14000849,17/08/2017,1,1,2,GCSE,Voted
62715,issues racking us and uk relaitions. trump worries me. leaving the common market i cant make my mind up if its good or bad,Labour,Fairly interested,West Midlands,No,Kantar,North Warw,E14000854,14/07/2017,1,1,1,No qualifications,
62716,"terrorist threat, crime very high, no police",Labour,Fairly interested,West Midlands,No,Kantar,North Warw,E14000854,18/07/2017,1,1,1,No qualifications,Voted
62717,"The NHS crisis, waiting times in hospitals, I have been waiting for an operation for 8 months. Also lack of car parking spaces at University Hospital, Coventry.",Labour,Not very interested,West Midlands,No,Kantar,North Warw,E14000854,23/08/2017,1,1,1,Undergraduate,Voted
62724,Immigration.,Conservatives,Fairly interested,West Midlands,No,Kantar,North Warw,E14000854,04/09/2017,1,1,2,GCSE,Voted
62726,Brexit and what is going to happen afterwards.,Conservatives,Fairly interested,West Midlands,No,Kantar,North Warw,E14000854,14/08/2017,1,1,2,No qualifications,Voted
62808,"terrist attacks, too many people in the country, immagration.",Conservatives,Very interested,West Midlands,Yes,Kantar,North Warw,E14000854,14/07/2017,1,1,2,GCSE,Voted
62809,LEAVING EURO,Conservatives,Fairly interested,West Midlands,Yes,Kantar,North Warw,E14000854,02/08/2017,1,1,2,A-level,Not voted-registered
62815,raise min wage. working hours contracts. no secure jobs,None/No party,Fairly interested,West Midlands,No,Kantar,North Warw,E14000854,31/07/2017,1,1,1,GCSE,Voted
62816,"division, immigration,",None/No party,Very interested,West Midlands,No,Kantar,North Warw,E14000854,21/07/2017,1,1,2,Undergraduate,Voted
62819,Brexit - the environmental and economic consequences.,Green Party,Very interested,West Midlands,No,Kantar,North Warw,E14000854,22/08/2017,1,1,2,Postgrad,Voted
62820,Immigration - immigration is too high.,Conservatives,Fairly interested,West Midlands,No,Kantar,North Warw,E14000854,22/08/2017,1,1,3,A-level,Voted
62917,Terrorism,Labour,Not very interested,West Midlands,No,Kantar,Rugby,E14000905,22/07/2017,1,1,1,No qualifications,
62919,Brexit,Labour,Fairly interested,West Midlands,No,Kantar,Rugby,E14000905,05/08/2017,1,1,2,A-level,
62920,Terrorism,Don`t know,Not at all interested,West Midlands,No,Kantar,Rugby,E14000905,07/08/2017,1,1,2,No qualifications,
62923,The Economy,Conservatives,Fairly interested,West Midlands,No,Kantar,Rugby,E14000905,07/08/2017,1,1,1,GCSE,Voted
63001,Brexit,Conservatives,Not very interested,West Midlands,Yes,Kantar,Rugby,E14000905,21/07/2017,1,1,1,No qualifications,
63015,Brexit,None/No party,Fairly interested,West Midlands,No,Kantar,Rugby,E14000905,21/07/2017,1,1,2,Undergraduate,Voted
63020,Uncontrolled immigration,Conservatives,Fairly interested,West Midlands,No,Kantar,Rugby,E14000905,08/07/2017,1,1,1,Postgrad,
63021,Brexit,Conservatives,Fairly interested,West Midlands,No,Kantar,Rugby,E14000905,25/07/2017,1,1,2,,Voted
63023,Brexit,Conservatives,Fairly interested,West Midlands,No,Kantar,Rugby,E14000905,17/07/2017,1,1,2,Undergraduate,Voted
63117,brexit   /  i  think  we  should  have  stayed  in  /  i  work  in   upholstering  we  have  never  been  without  work  in  10  years  i  have  just  been  put  on  a  3  day  week,Conservatives,Not very interested,West Midlands,No,Kantar,South Staf,E14000945,09/08/2017,1,1,2,GCSE,Not voted-registered
63118,Social Inequality,Labour,Very interested,West Midlands,No,Kantar,South Staf,E14000945,07/07/2017,1,1,2,Undergraduate,Voted
63119,The Benefit System,Don`t know,Not very interested,West Midlands,No,Kantar,South Staf,E14000945,04/08/2017,1,1,2,Undergraduate,Not voted-unregistered
63121,Brexit,Conservatives,Fairly interested,West Midlands,No,Kantar,South Staf,E14000945,07/08/2017,1,1,1,A-level,Voted
63123,Brexit,Labour,Fairly interested,West Midlands,No,Kantar,South Staf,E14000945,19/09/2017,1,1,2,Undergraduate,Voted
63208,Brexit,Conservatives,Fairly interested,West Midlands,Yes,Kantar,South Staf,E14000945,27/07/2017,1,1,2,Undergraduate,Voted
63215,for  a  woman  equal rights   /   treet  us  better,None/No party,Not very interested,West Midlands,No,Kantar,South Staf,E14000945,16/08/2017,1,1,2,GCSE,Not voted-registered
63220,brexit /   dont  think  polititions  know  what  they  are  doing  /   l  voted  to  leave  because  we  had  too  may people  coming  here  and  it  looks   like  its  golng to  continue   taking  the  jobs  and  housing,None/No party,Very interested,West Midlands,No,Kantar,South Staf,E14000945,20/08/2017,1,1,1,Below GCSE,Voted
63221,The recent Acid Attacks,Labour,Not very interested,West Midlands,No,Kantar,South Staf,E14000945,17/07/2017,1,1,2,GCSE,
63223,imigration  /  taxing  the  medical  side   /  social  side  and  housing side  /  cant  cater for  them,United Kingdom Independence Party (UKIP),Very interested,West Midlands,No,Kantar,South Staf,E14000945,14/08/2017,1,1,2,GCSE,Voted
63304,"brexit, a big difficult issue to accomplish and wont be resolved to wveryones satisfaction",Conservatives,Fairly interested,West Midlands,Yes,Kantar,Stafford,E14000965,14/07/2017,1,1,2,Undergraduate,Voted
63315,-1,,Not at all interested,West Midlands,No,Kantar,Stafford,E14000965,12/07/2017,1,1,1,Undergraduate,
63316,brexit we leave europe with the best deal for trade and jobs,Conservatives,Fairly interested,West Midlands,No,Kantar,Stafford,E14000965,31/07/2017,1,1,2,A-level,Voted
63318,"brexit, the  uncertainty of what is happening",All of them/ more than one,Fairly interested,West Midlands,No,Kantar,Stafford,E14000965,14/07/2017,1,1,1,Postgrad,Voted
63320,"brexit i hate it ,  hate the racism its devissive its insular small minded the biggest diasaster",None/No party,Very interested,West Midlands,No,Kantar,Stafford,E14000965,31/07/2017,1,1,2,No qualifications,Voted
63322,brexit - run our own business and wondering what is going to happen,Conservatives,Not at all interested,West Midlands,No,Kantar,Stafford,E14000965,09/08/2017,1,1,2,GCSE,Voted
63323,"brexit, id like to get on with it and all pull together, to get it sorted",Conservatives,Very interested,West Midlands,No,Kantar,Stafford,E14000965,19/07/2017,1,1,2,Below GCSE,Voted
63406,over population,None/No party,Fairly interested,West Midlands,Yes,Kantar,Stafford,E14000965,17/07/2017,1,1,2,Undergraduate,Voted
63417,getting our own country back we are in a mess,Conservatives,Fairly interested,West Midlands,No,Kantar,Stafford,E14000965,12/07/2017,1,1,2,No qualifications,
63418,the conservatives hard brexit wealth divide everthing they stand for is wrong partivularly austerity,Labour,Fairly interested,West Midlands,No,Kantar,Stafford,E14000965,07/07/2017,1,1,1,Undergraduate,Voted
63419,"brexit, we should have a revote",None/No party,Fairly interested,West Midlands,No,Kantar,Stafford,E14000965,07/07/2017,1,1,2,Undergraduate,Voted
63420,"brexit, getting it right stong beliver in coming out f the union making our own laws and trading with the world,",Conservatives,Very interested,West Midlands,No,Kantar,Stafford,E14000965,21/07/2017,1,1,2,Undergraduate,Voted
64117,"brexit ,theres a lot moreto itbrussels have too much power",Conservatives,Not very interested,West Midlands,No,GfK,Telford,E14000989,17/07/2017,1,1,1,GCSE,
64120,nhs/dont think they get enough pay /work long hours,Labour,Fairly interested,West Midlands,No,GfK,Telford,E14000989,10/07/2017,1,1,2,Below GCSE,
64121,financial .nhs needs money,Don`t know,Not very interested,West Midlands,No,GfK,Telford,E14000989,17/07/2017,1,1,2,A-level,
64124,hospital and ambulances.being shut down and cut backs,Don`t know,Not very interested,West Midlands,No,GfK,Telford,E14000989,03/07/2017,1,1,1,No qualifications,
64215,brexit.country made a mistake to com e out,Conservatives,Fairly interested,West Midlands,No,GfK,Telford,E14000989,04/07/2017,1,1,2,Undergraduate,
64216,education system .lack of funding.,Labour,Fairly interested,West Midlands,No,GfK,Telford,E14000989,07/07/2017,1,1,2,Postgrad,
64220,"brexit .we voted to stay ,still waiting to see  to see whats going to happen",None/No party,Fairly interested,West Midlands,No,GfK,Telford,E14000989,30/06/2017,1,1,2,A-level,
64224,nhs .not enough  funding .and for elderly,Labour,Not very interested,West Midlands,No,GfK,Telford,E14000989,10/07/2017,1,1,4,GCSE,
64225,"employment ,not enough jobs",Don`t know,Not at all interested,West Midlands,No,GfK,Telford,E14000989,17/07/2017,1,1,2,A-level,
64226,lack of money .we dont pay enough tax,None/No party,Very interested,West Midlands,No,GfK,Telford,E14000989,28/06/2017,1,1,2,Undergraduate,
64308,"brexit, economy",Labour,Fairly interested,West Midlands,Yes,Kantar,West Bromw,E14001029,17/07/2017,1,1,1,Undergraduate,
64315,immigration///   not  enough  houses  strain  on  tax  payer  we  pay  taxes  they  get  what  ever  they  want  strain  on  schools  our  kids  are  suffering  im  not  racist  but  why  should  they  have  their  own  schools  and  our  k,None/No party,Fairly interested,West Midlands,No,Kantar,West Bromw,E14001029,05/08/2017,1,1,1,GCSE,
64316,immigtation,Conservatives,Fairly interested,West Midlands,No,Kantar,West Bromw,E14001029,10/07/2017,1,1,3,GCSE,
64317,terrorism,United Kingdom Independence Party (UKIP),Not at all interested,West Midlands,No,Kantar,West Bromw,E14001029,10/07/2017,1,1,3,Undergraduate,
64318,controling  immigration  /   a  rise  in crime   because  of  it its  the  miority  causing  problems,United Kingdom Independence Party (UKIP),Not very interested,West Midlands,No,Kantar,West Bromw,E14001029,05/08/2017,1,1,2,A-level,
64319,brexit,United Kingdom Independence Party (UKIP),Fairly interested,West Midlands,No,Kantar,West Bromw,E14001029,14/07/2017,1,1,2,A-level,
64320,dissatisfaction  amongst  people  always  wanting  more  for  less  work,None/No party,Not very interested,West Midlands,No,Kantar,West Bromw,E14001029,03/08/2017,1,1,1,No qualifications,
64324,housing///not  enough//  because   of  imigration,Liberal Democrats,Fairly interested,West Midlands,No,Kantar,West Bromw,E14001029,03/08/2017,1,1,3,A-level,
64416,cost of living,None/No party,Very interested,West Midlands,No,Kantar,West Bromw,E14001029,28/07/2017,1,1,1,No qualifications,
64417,terrorism  /  need  to  close   our  borders  proper checks  on  them,Don`t know,Not very interested,West Midlands,No,Kantar,West Bromw,E14001029,03/08/2017,1,1,2,GCSE,
64419,people coming out with knives and weapons,Labour,Not very interested,West Midlands,No,Kantar,West Bromw,E14001029,17/07/2017,1,1,2,No qualifications,
64422,too  many   people  not  at  work  too  much being  paid,Labour,Fairly interested,West Midlands,No,Kantar,West Bromw,E14001029,05/08/2017,1,1,2,Postgrad,
64423,brexit   seemingly  lack  of  direction  no  leadership,Conservatives,Very interested,West Midlands,No,Kantar,West Bromw,E14001029,03/08/2017,1,1,2,GCSE,
64425,britain is running out of money and it coud go bankcrupt,Labour,Very interested,West Midlands,No,Kantar,West Bromw,E14001029,29/07/2017,1,1,2,No qualifications,
64504,Brexit,Conservatives,Very interested,West Midlands,Yes,Kantar,West Worce,E14001035,24/07/2017,1,1,1,No qualifications,Voted
64516,run by idiots,Don`t know,Not very interested,West Midlands,No,Kantar,West Worce,E14001035,20/09/2017,1,1,1,No qualifications,
64519,Bexit,None/No party,Not at all interested,West Midlands,No,Kantar,West Worce,E14001035,24/09/2017,1,1,2,No qualifications,Not voted-registered
64615,National health Service,Conservatives,Fairly interested,West Midlands,No,Kantar,West Worce,E14001035,06/08/2017,1,1,2,Below GCSE,
64617,Brexit,Don`t know,Not very interested,West Midlands,No,Kantar,West Worce,E14001035,25/07/2017,1,1,2,Undergraduate,
64619,Brexit negotiations,Conservatives,Fairly interested,West Midlands,No,Kantar,West Worce,E14001035,25/07/2017,1,1,2,Undergraduate,Voted
