voted,tory_vote,election_interest,civic_duty,party_id,ideo_lr,ideo_pc1,ideo_pc2,vote_leave,class,female,edlevel,region
1,0,1,4,Labour,5,-0.0217991468283372,0.150240990762177,0,1,1,4,North West
0,0,2,2,None / No party/ uncommitted,0,-0.145202677876719,0.321122085180744,1,2,1,3,North West
1,0,1,5,Conservative,5,2.62336755356177,0.7194313217146779,1,2,1,4,North West
0,0,3,3,None / No party/ uncommitted,5,1.72977003424092,-0.35194285179233603,0,1,0,4,North West
1,1,2,5,Conservative,7,3.3796484464956404,1.1426319402856102,1,1,0,2,North West
1,1,1,4,Conservative,2,1.66510127562617,-0.645652060576995,1,1,0,0,North West
1,1,1,5,Liberal Democrat,5,0.204232261493355,1.6036366262334099,1,2,0,4,North West
1,1,3,4,None / No party/ uncommitted,5,1.6246564632423899,-1.6540311335606999,1,1,0,4,North West
1,0,2,5,Conservative,8,1.3097810463561101,0.47910853650041707,1,1,0,5,North West
1,1,2,4,Conservative,5,-0.06446328957095901,0.583924349708587,1,1,0,3,North West
0,0,2,5,Refused,5,2.5460349409921603,1.2192978105045,0,2,1,0,North West
1,0,4,2,Don`t know,5,1.66861463021023,1.09570865779958,1,2,1,3,North West
1,0,1,2,Labour,4,-2.24930476741336,1.8159475058202,0,2,1,4,North West
1,0,3,3,Labour,3,0.6341343987132271,1.00759143268133,1,1,1,3,North West
1,1,1,4,Conservative,7,0.27749890318875103,-1.53093828374475,1,2,0,0,North West
1,0,1,5,Labour,0,-1.46341545875923,2.79681642107872,0,2,0,4,North West
1,1,2,4,Conservative,7,0.0810636171492096,-0.7652057222960541,0,2,1,2,North West
1,0,1,2,Labour,3,-0.0865502659402064,-0.663675476612812,0,2,1,4,North West
0,0,1,4,Conservative,8,1.21707261546649,-1.29366069437527,1,2,0,3,North West
1,1,1,4,Conservative,8,-0.0312617431300175,-1.65559720464005,1,1,1,4,North West
1,0,2,4,Labour,5,-0.818614153719857,0.39999349049751404,0,1,0,1,North West
1,0,3,4,Labour,5,-0.9823101675057121,-1.10927456902745,0,-1,0,2,North West
1,1,1,4,Labour,5,0.44471325924735905,-0.48885805148797495,0,1,0,5,North West
1,0,1,4,Labour,4,1.08293019327825,0.8562091953063621,0,2,0,3,North West
1,1,2,3,Conservative,4,1.4998395331891101,-0.0731097170229061,0,1,0,4,North West
1,1,1,5,Conservative,8,2.36412596593628,-2.01323910486258,0,1,0,2,North West
1,1,1,4,Labour,4,1.88890113899511,1.2012856730494499,1,1,0,0,North West
1,0,1,4,Labour,5,0.9794466661695379,0.9009967749855471,1,2,0,4,North West
1,0,1,5,Labour,0,1.54776040602256,1.18522213146566,0,2,1,2,North West
1,0,1,5,Green Party,5,-0.052009152463615,0.7705329479034829,1,2,0,4,North West
1,0,1,5,Labour,2,-0.0456911976386676,2.34250184653386,0,2,1,2,North West
1,0,2,2,Labour,7,2.7860065797258597,-0.21312938022380803,0,2,0,0,North West
1,1,3,5,Conservative,2,1.94918447608812,-0.24329825141513797,1,1,0,0,North West
1,0,1,4,Labour,1,-1.51928156724884,-0.887566801423238,0,2,1,4,North West
0,0,2,3,None / No party/ uncommitted,5,-1.03907313973638,0.43950133760692894,0,2,0,0,North West
1,1,2,5,Conservative,7,2.19344206266846,-1.23892523097584,1,2,1,0,North West
0,0,3,4,Labour,7,1.97409586344203,0.0862023023114123,1,1,1,0,North West
0,0,3,3,None / No party/ uncommitted,5,0.8928728423518559,-0.825859145511162,0,2,1,0,North West
0,0,4,1,Labour,0,1.9598158453343302,-1.78007573803748,0,2,1,0,North West
1,0,1,1,Labour,2,0.681126846414676,0.160972056613934,0,2,0,4,North West
1,1,1,4,Conservative,8,1.67881941968427,-1.7269785242086202,1,2,0,3,North West
1,1,1,4,Conservative,5,0.5217489698034,-1.17422176375189,1,2,0,2,North West
1,0,1,4,Labour,3,-1.73733990147732,1.78915001889602,0,2,0,4,North West
0,0,4,3,None / No party/ uncommitted,5,-0.634921014589938,0.4001098061432079,0,2,1,3,North West
1,1,1,4,Conservative,7,-1.2346167114899098,-1.0605158308512301,0,2,0,3,North West
1,0,1,3,Liberal Democrat,5,-0.1571522202679,-0.299719203909469,0,2,0,4,North West
1,0,1,5,Labour,2,1.37849128135652,2.12422550201481,1,2,1,0,North West
1,0,2,2,Labour,3,-0.487125310397496,1.514998365105,0,2,1,0,North West
1,0,1,5,Green Party,5,-1.0377882309891702,1.02862258194208,0,1,0,4,North West
1,0,1,4,Labour,3,0.255998326742637,2.2469152201966898,0,2,1,3,North West
1,0,2,3,Labour,4,0.675735813235551,0.8121239813752951,1,2,0,3,North West
1,0,1,5,Labour,2,-1.52513292670316,3.07032267801898,0,2,0,4,North West
1,0,1,4,Labour,3,0.0885992114819102,0.254859297232548,0,1,1,3,North West
1,0,1,4,Labour,2,1.2971091092823301,1.6236090050399898,0,2,1,4,North West
0,0,2,2,Labour,4,0.192554489536872,1.2131165425219599,0,2,1,5,North West
1,0,1,5,Labour,6,1.3962277483537502,1.52714014975527,1,1,0,0,North West
1,1,1,3,Conservative,6,0.8936643192957309,-0.374787595810159,1,2,0,2,North West
1,0,3,5,Labour,1,0.299836792997097,0.6521420215394891,1,2,1,2,North West
1,0,1,1,Labour,3,-0.585776721364594,1.58054309116858,0,2,1,2,North West
1,0,1,5,Labour,0,0.9124387511953579,1.44470543318013,0,2,1,2,North West
1,0,1,4,Labour,5,2.5059524380490403,1.2463519068516,0,1,1,4,North West
1,0,1,5,Labour,3,-2.38585331529973,1.64064354212093,0,2,0,5,North West
1,0,2,4,Labour,5,1.28386642642402,1.55087106803657,1,2,1,3,North West
1,1,2,4,Conservative,8,-1.94456828783804,-0.42812901608782394,1,1,1,4,North West
0,0,3,2,None / No party/ uncommitted,4,-0.0280580760983096,0.0703959065075029,0,2,0,0,North West
0,0,3,2,Labour,2,-2.03537216656972,1.29370468709225,0,2,0,1,North West
1,1,3,4,Conservative,6,-2.00079314944047,-0.535911232759029,0,1,0,4,North West
0,0,3,2,None / No party/ uncommitted,5,0.39053928478656896,-0.104328302687666,0,1,0,4,North West
0,0,3,2,Don`t know,7,-0.7894878540149171,-0.7401419445951422,0,2,0,4,North West
1,1,1,4,Labour,5,0.6241144727726321,0.6204187019848,0,1,1,1,North West
0,0,2,4,Liberal Democrat,5,-1.2573635246886101,1.4347996974616102,0,2,0,4,North West
1,0,3,2,Labour,3,-1.9215272717948502,-2.40185149451967,0,2,0,0,North West
1,0,4,2,Refused,4,-3.29942714064906,-1.7563147653686801,0,2,0,0,North West
1,0,1,5,Labour,3,0.41511619544596595,-0.329872805042144,0,2,1,4,North West
1,0,3,2,Labour,4,-2.0597650018414,-0.7975791466259459,0,2,0,0,North West
1,0,1,4,Liberal Democrat,4,0.059418188215141,0.592603330578622,0,1,1,5,North West
1,0,2,2,Refused,1,-1.60873421433184,-1.5523434238587799,1,1,0,0,North West
1,0,2,5,Labour,5,-0.646226627460956,0.412286405052955,0,2,1,5,North West
0,0,2,3,Conservative,8,0.5707855643944549,-1.4597025724036699,1,1,1,3,North West
1,1,1,1,Conservative,4,1.01472774696596,-0.6145967030535229,0,2,0,0,North West
1,1,2,4,Conservative,7,-0.138971389128736,-0.43005236511601397,1,2,0,2,North West
1,1,2,4,Conservative,8,1.64940897352076,-0.581405411196678,1,2,0,0,North West
1,0,3,4,Labour,3,0.562536503850224,1.10069896343983,1,2,0,0,North West
1,0,4,3,Labour,5,-0.0527434459812677,0.49016612597570003,1,2,1,2,North West
1,0,1,3,Labour,5,-0.41972108818385295,0.33806488302868104,1,2,1,4,North West
1,0,1,4,Labour,5,0.419881806502394,0.941144947183746,1,2,1,4,North West
1,0,2,4,Labour,5,-0.064565823060172,-0.53824963204273,1,1,0,4,North West
1,1,1,1,Conservative,10,1.0170620688025,-0.35063667401473997,1,1,0,0,North West
0,0,3,2,Conservative,6,0.517288211878842,-0.802669656345833,1,2,0,3,North West
0,0,4,2,None / No party/ uncommitted,5,-2.44298942226755,-5.926751619956669,0,2,0,0,North West
1,1,2,5,Conservative,3,0.798931191466362,-0.81544427777009,1,2,1,2,Scotland
0,0,3,3,None / No party/ uncommitted,5,1.6154391190652702,-0.5572014879650911,0,2,1,0,Scotland
1,0,2,4,Scottish National Party (SNP),5,2.29965734863984,-0.664819961434115,0,2,1,0,Scotland
1,0,1,5,Scottish National Party (SNP),3,-0.8018649935845229,-0.268788544921518,1,2,0,0,Scotland
1,0,2,5,Scottish National Party (SNP),2,-0.608373478397461,0.8186266174348629,1,2,1,0,Scotland
1,1,1,5,Conservative,7,0.490100727974452,0.29831344130415005,1,2,0,0,Scotland
0,0,3,2,Conservative,5,0.0457908088125137,0.6779143715272161,0,2,1,4,Scotland
1,1,2,5,Conservative,7,0.6109087851494399,-0.9575795460690271,1,1,1,2,Scotland
1,0,3,4,Labour,4,0.24623597667529698,-1.2326052349843202,1,2,1,0,Scotland
1,1,2,3,Conservative,5,-0.0768568273033488,-1.67728278705899,1,2,1,0,Scotland
0,0,3,1,None / No party/ uncommitted,5,0.6681720943240821,-1.6818255162991003,0,2,0,0,Scotland
1,1,3,4,Conservative,5,-0.37219117078911,-1.39509360158019,0,2,0,0,Scotland
0,0,2,4,Scottish National Party (SNP),5,1.20109074600698,1.09976860017962,0,1,1,2,Scotland
1,0,1,5,Scottish National Party (SNP),2,-0.954166530034604,2.4568345935114304,0,2,1,5,Scotland
1,0,2,3,Scottish National Party (SNP),1,-0.77012428782203,0.9462273191717979,0,2,0,4,Scotland
1,0,2,4,None / No party/ uncommitted,4,1.0390021088766601,1.91745770659988,0,2,0,1,Scotland
1,0,3,3,Scottish National Party (SNP),7,-0.206313007670482,0.227925559021628,0,2,1,0,Scotland
1,0,1,4,None / No party/ uncommitted,5,0.701186472335622,0.400129118922642,0,-1,1,3,Scotland
1,1,2,3,Don`t know,5,-9.650857603867369,-3.35889816283728,1,1,0,4,Scotland
1,0,2,3,Labour,5,-2.35832780482587,-1.69367438725252,1,2,1,0,Scotland
1,0,2,4,Labour,5,-1.92461368735921,-0.344660643550084,0,2,1,0,Scotland
1,0,1,4,Scottish National Party (SNP),5,1.6084585828026101,1.7051450139837199,1,2,1,2,Scotland
0,0,2,3,Labour,5,-0.0504055179338526,0.8906573729621879,0,-1,1,5,Scotland
1,1,2,4,Conservative,9,1.4705001471746901,-0.40978910455827505,1,2,0,0,Scotland
1,0,1,1,Labour,3,-0.8551251382355529,0.11354952967433699,0,2,1,3,Scotland
1,1,2,4,Conservative,7,0.7950175062999331,-0.749729615549919,0,2,0,0,Scotland
1,0,3,4,Labour,2,1.44958632650377,1.02516180747945,0,2,1,0,Scotland
1,0,3,1,Scottish National Party (SNP),5,1.41395374143386,0.12319718142392899,1,2,1,5,Scotland
1,1,1,4,Conservative,8,1.74603284596962,0.10105580139520802,1,2,0,3,Scotland
1,0,1,4,None / No party/ uncommitted,5,-0.6575953226744721,0.0195499164593552,0,2,0,5,Scotland
1,0,2,4,Labour,5,1.51464417332855,-0.5930564561160862,1,2,1,0,Scotland
0,0,4,1,Scottish National Party (SNP),5,2.26286222608329,0.889902631664723,0,2,1,0,Scotland
1,1,1,4,Conservative,10,1.68282254105521,0.14763896799342302,0,2,0,0,Scotland
1,0,1,2,United Kingdom Independence Party (UKIP),5,2.2560465765932998,0.11085828209299,1,2,0,4,Scotland
0,0,4,1,Labour,5,1.28600396114942,1.09276123456083,0,2,0,0,Scotland
1,0,2,4,Labour,5,0.00598905939926642,-0.532314448020468,0,2,0,4,Scotland
1,0,2,4,Scottish National Party (SNP),4,0.370066353417094,0.26157379119850305,0,2,0,4,Scotland
1,1,1,5,Conservative,8,-0.708882525873123,-1.53707293760689,1,2,1,0,Scotland
1,0,1,5,Green Party,2,-2.18853617272946,3.16063079404861,0,1,0,4,Scotland
1,0,3,5,Labour,5,-0.37546371393794103,1.9759477983823899,0,2,1,4,Scotland
1,0,3,2,Labour,5,1.04670009042445,-0.864903141556813,0,2,1,3,Scotland
0,0,2,3,Scottish National Party (SNP),0,-1.1705085518963,0.334216560918776,0,2,0,0,Scotland
1,0,1,3,Green Party,3,-0.9550515356070359,0.9073860899876041,0,1,1,5,Scotland
1,1,3,4,Liberal Democrat,6,1.03933997770511,-0.16950118445500598,0,1,0,4,Scotland
1,1,2,4,Conservative,5,0.276492685462521,-2.80941694758801,1,1,0,5,Scotland
1,1,1,5,Conservative,5,1.77557200383946,-3.6994808947099704,1,1,1,3,Scotland
1,0,1,3,Labour,3,-0.219866392951935,0.127214185111611,1,1,0,4,Scotland
1,0,2,5,Scottish National Party (SNP),5,-2.13128967100821,1.3715920627860099,1,2,1,4,Scotland
1,0,1,2,Scottish National Party (SNP),3,-1.73809864201415,1.2542417758770201,0,1,1,5,Scotland
1,0,1,4,Scottish National Party (SNP),2,-1.9196249573625201,0.936838044850264,0,2,1,3,Scotland
1,0,2,4,Scottish National Party (SNP),6,0.8717648708521091,-0.15309708248974602,0,1,0,5,Scotland
1,0,4,1,Scottish National Party (SNP),7,0.9562062691485951,0.522451592379945,0,2,0,3,Scotland
1,0,1,3,Liberal Democrat,6,-0.959714915938975,-0.0435797183371858,0,1,0,4,Scotland
1,1,2,5,Conservative,7,0.7100582970989001,-1.8000527889285702,0,2,1,0,Scotland
1,0,2,5,Liberal Democrat,4,-1.27810183885339,1.14301858712928,0,1,1,4,Scotland
1,0,1,2,Liberal Democrat,3,-1.65401112043735,1.14699968568391,0,1,1,5,Scotland
0,0,4,3,None / No party/ uncommitted,3,0.131701745229753,-0.696122851051393,0,2,1,0,Scotland
0,0,3,3,None / No party/ uncommitted,2,-0.473550250482558,-4.76017584519543,0,2,0,0,Scotland
0,0,3,2,None / No party/ uncommitted,0,0.6937465839191229,-0.237424787187238,0,1,0,0,Scotland
0,0,3,3,Labour,2,0.0661732245032375,0.39166395461580605,0,1,1,0,Scotland
1,0,2,5,Labour,4,-0.118912747114092,0.583183501399689,0,2,0,4,Scotland
1,0,3,3,Labour,3,-4.34205811731834,-3.06399824477228,0,-1,0,0,Scotland
0,0,3,3,None / No party/ uncommitted,7,-0.325360750174294,-0.9799492186802429,0,2,0,0,Scotland
1,0,3,2,Scottish National Party (SNP),7,-0.7823260013588409,0.913097065148066,1,-1,1,0,Scotland
1,0,1,3,Scottish National Party (SNP),5,0.137071245654461,-0.7709692558180791,0,2,0,0,Scotland
1,0,2,5,Don`t know,1,-0.0321318603223154,-1.4442522025728899,0,2,1,0,Scotland
0,0,4,2,Don`t know,5,0.9981020487790591,-1.9215069810077399,0,-1,0,0,Scotland
1,0,3,2,Don`t know,1,0.333020775911787,-0.6438719762637359,0,-1,1,0,Scotland
1,0,2,2,Labour,1,-1.35073962627228,-0.7342415841797041,0,-1,1,0,Scotland
1,0,3,3,Labour,3,0.783548421859953,-2.36418105699658,0,2,1,0,Scotland
0,0,3,3,None / No party/ uncommitted,1,-1.20880500574382,-1.17642840933444,1,-1,0,0,Scotland
0,0,3,3,None / No party/ uncommitted,6,-0.36354336812715,-1.55898768473011,1,2,0,0,Scotland
1,0,2,2,None / No party/ uncommitted,0,-3.27495477085328,-1.11998195797223,1,2,0,0,Scotland
0,0,4,2,None / No party/ uncommitted,4,-2.5937373872148304,-2.0901285710051,0,2,1,4,Scotland
0,0,3,3,None / No party/ uncommitted,2,-1.3202942503488002,-1.1430974484798602,0,2,1,0,Scotland
1,0,2,3,Labour,4,-1.2030508969641798,-1.3496761094589698,0,2,1,0,Scotland
0,0,3,3,None / No party/ uncommitted,1,-1.4818117377078701,-0.672021690833646,1,2,0,0,Scotland
1,0,1,5,None / No party/ uncommitted,5,0.253238299925436,0.13145765000452803,1,2,1,4,Scotland
1,1,1,4,None / No party/ uncommitted,5,-1.05359902938235,-0.522889616417748,0,2,1,2,Scotland
0,0,2,5,Conservative,8,1.81925952080171,-0.9290705459743019,1,2,0,4,Scotland
1,0,2,4,Labour,4,0.6414258241246811,1.9619744339954799,0,-1,0,3,Scotland
1,1,1,4,None / No party/ uncommitted,5,0.993835603309062,-1.18100867710416,0,-1,0,4,Scotland
1,0,1,5,Scottish National Party (SNP),0,-1.7383189761223101,2.26193716258982,0,2,1,4,Scotland
1,0,1,5,Scottish National Party (SNP),0,-0.8438924657440791,1.55228124042114,0,2,1,0,Scotland
1,0,2,5,Scottish National Party (SNP),0,2.11227851820385,0.9967391913651871,0,2,0,0,Scotland
1,0,1,5,Other,3,-3.1536364924531095,1.39459996735651,0,1,1,4,Scotland
1,0,1,5,Scottish National Party (SNP),0,-1.19353356993213,3.55500735379723,0,2,1,5,Scotland
0,0,2,4,None / No party/ uncommitted,5,1.21346437904986,0.347600297058152,0,1,1,5,Scotland
0,0,2,2,Labour,5,0.8215946439652769,0.579690809515669,0,1,1,4,Scotland
1,0,2,4,Labour,3,-0.27181851610150104,1.1968540391326599,0,1,0,4,Scotland
0,0,2,5,None / No party/ uncommitted,5,-0.475011824780315,0.0859001464332055,0,2,0,4,Scotland
1,0,2,3,Labour,4,0.8014113470609251,0.154146336882352,0,2,0,3,Scotland
0,0,4,3,None / No party/ uncommitted,5,1.01838789971263,-0.788053631882999,0,2,1,0,Scotland
1,1,3,3,None / No party/ uncommitted,5,0.12463288173423401,-0.12005123248391801,0,2,0,4,Scotland
0,0,2,3,None / No party/ uncommitted,5,-0.32754740223941303,-0.3760777825675449,1,2,0,4,Scotland
1,0,2,3,Other,5,-0.778662467682614,1.71662457720645,1,2,0,3,Scotland
0,0,4,2,Scottish National Party (SNP),5,1.73652453054006,0.480628442316887,0,2,1,0,Scotland
1,1,3,4,Other,5,1.9425839206750601,0.542086870759559,1,2,0,2,Scotland
1,0,2,4,Scottish National Party (SNP),5,1.0769454790737,1.412191978822,0,2,1,0,Scotland
1,0,1,4,Liberal Democrat,6,0.746289387361313,-0.8197797495050579,1,1,1,2,Scotland
1,0,1,4,Labour,5,-0.9985619014173349,1.8892673756015101,0,1,1,5,Scotland
1,0,3,4,Labour,3,1.38272399961777,-0.0895575845352477,1,2,1,2,Scotland
1,0,3,3,Scottish National Party (SNP),5,-0.7528200184911421,1.0420369929498001,0,1,0,4,Scotland
1,1,2,3,Conservative,7,-0.747756126442014,0.296842573490144,1,1,0,3,Scotland
1,0,2,3,Labour,4,1.22113928661355,0.980773654615832,1,2,1,4,Scotland
1,0,2,2,Scottish National Party (SNP),5,1.2207622003303502,-0.0477279353075901,0,2,0,0,Scotland
1,0,2,2,Scottish National Party (SNP),2,0.32957623569580896,0.205379836986185,1,2,0,2,Scotland
1,0,2,4,Scottish National Party (SNP),5,0.488254406950457,1.01058298320942,0,2,1,4,Scotland
1,0,3,5,Scottish National Party (SNP),4,-0.934000123517279,-0.43239962999588794,1,2,1,4,Scotland
1,0,1,5,Labour,4,2.37840758541552,2.06098954246225,0,2,0,3,Scotland
1,0,2,4,Labour,2,-1.0024821569978901,1.66643960940434,0,2,1,3,Scotland
1,1,3,4,Labour,5,0.936192894849009,0.272732937071955,0,2,1,4,Scotland
1,0,1,5,Labour,3,-1.90068817716208,1.10204066318402,0,-1,0,4,Scotland
1,0,1,5,Labour,3,1.75083070733427,-0.32679982505611105,1,2,0,2,Scotland
1,0,2,4,Labour,5,1.4499956635632198,0.6584186486033311,1,2,0,2,Scotland
1,0,1,5,Scottish National Party (SNP),5,1.23705434629458,0.29668881346820397,1,2,0,4,Scotland
1,0,2,2,Labour,5,0.7374513262848951,-0.065556850448845,0,2,1,4,Scotland
1,0,1,2,Liberal Democrat,4,-2.6035467462293798,0.578709598031342,0,2,0,4,Scotland
1,0,1,5,Labour,5,-1.03944859595792,-0.28324250735549605,0,2,1,3,Scotland
0,0,2,2,None / No party/ uncommitted,5,-4.3525740055129,-1.70177569823703,0,2,1,4,Scotland
1,0,1,4,Refused,5,0.832588554198083,0.6225172296904671,0,-1,0,4,Scotland
1,0,1,4,Scottish National Party (SNP),5,-0.162764120718586,0.7068748039900792,0,2,1,4,Scotland
1,0,2,4,None / No party/ uncommitted,4,-1.2204565572430701,0.6790710003619631,0,2,1,3,Scotland
1,1,1,4,Labour,7,0.259316425048709,-3.1480114081017296,0,1,0,3,Scotland
1,0,3,3,Labour,5,0.6558674536373089,-0.43125387880954796,0,2,1,0,Scotland
0,0,1,3,Scottish National Party (SNP),4,-0.0808896353505769,0.7918171212217391,0,1,1,0,Scotland
1,0,3,4,Scottish National Party (SNP),2,0.16663407717720802,0.10235774924610302,1,-1,1,0,Scotland
0,0,3,3,None / No party/ uncommitted,2,-0.139288882279761,0.164553708774532,0,2,1,0,Scotland
1,0,3,4,Labour,3,0.10473317579920402,-1.3536917778969801,0,2,1,0,Scotland
1,1,2,4,Conservative,5,-0.898012008149905,-2.2110389923545,1,1,0,3,Scotland
1,1,2,3,Conservative,2,-0.5086240118980779,-2.88532184343754,1,2,0,0,Scotland
0,0,2,3,Don`t know,2,0.937967457864149,1.01340450055874,0,2,0,0,Scotland
1,0,1,4,Labour,2,0.8088563113289592,-0.8296519605195,0,2,1,4,Scotland
0,0,2,5,Conservative,3,0.554230253269534,0.13853818432671697,0,2,1,0,Scotland
1,0,3,5,Refused,5,1.3408139016851,0.202598563317656,0,2,0,0,Scotland
0,0,3,3,Scottish National Party (SNP),5,-1.1310792826273401,-0.369527206328106,0,2,0,0,Scotland
1,0,2,3,Labour,8,1.06234515120919,-2.42687893483019,0,2,1,0,Scotland
1,0,2,5,Labour,5,-0.5565917976508161,-0.8179425907722729,1,2,0,0,Scotland
1,0,2,3,Labour,4,0.838470212339011,1.90435486762552,1,2,0,3,Scotland
1,0,1,4,Don`t know,5,2.6549223717163,0.230284665392859,0,2,1,2,Scotland
1,0,3,5,Scottish National Party (SNP),5,2.18375012764938,1.56511396970056,1,1,1,3,Scotland
1,0,2,1,Labour,5,2.8515098542122597,2.5027202790392997,0,2,1,0,Scotland
1,1,4,3,Conservative,5,3.05729241003356,-0.5536891751060501,1,-1,1,0,Scotland
1,0,1,1,None / No party/ uncommitted,5,-1.1207612530333302,-1.26887914631403,1,2,1,4,Scotland
1,0,2,5,Labour,5,2.5889684526588197,0.21950292189638604,1,2,1,4,Scotland
0,0,2,4,None / No party/ uncommitted,5,1.1651104308637,0.27952060509868,0,-1,1,4,Scotland
1,0,1,2,Labour,4,-0.198503873469679,0.14240564952688,0,2,1,0,Scotland
1,1,2,4,Conservative,5,0.7728291682048578,-0.21690165521748997,0,1,1,0,Scotland
1,0,1,5,Labour,5,0.607503607543222,-1.02928663903364,1,2,1,2,Scotland
1,0,3,3,None / No party/ uncommitted,5,1.40734397345406,0.691300389436292,1,2,1,0,Scotland
1,0,1,4,Scottish National Party (SNP),3,1.76083784643893,1.3004721142223301,0,-1,1,1,Scotland
1,0,1,1,Scottish National Party (SNP),5,0.39123924597544796,-1.98708045011018,1,-1,1,3,Scotland
1,1,2,2,United Kingdom Independence Party (UKIP),5,2.22318799271024,-0.8870486618533051,1,2,1,3,Scotland
0,0,2,2,Scottish National Party (SNP),5,0.307055316816758,-0.651844258861412,1,1,1,3,Scotland
1,0,2,2,Refused,5,-0.645818804455946,-1.7677290368523202,0,2,1,4,Scotland
0,0,3,4,Scottish National Party (SNP),5,2.8744299888974796,0.700283861988713,0,2,1,0,Scotland
1,0,2,3,Labour,3,0.34245707350763893,0.44971260349302905,0,2,1,0,Scotland
0,0,3,3,Labour,2,-1.4923828492525402,-2.6116468887920696,0,2,1,0,Scotland
1,0,4,2,Scottish National Party (SNP),2,1.27262857471218,1.05740927542582,0,1,1,4,Scotland
1,0,2,5,Scottish National Party (SNP),5,-0.43845112619193005,-0.00345050389801922,0,2,1,4,Scotland
0,0,4,2,None / No party/ uncommitted,4,-1.6769941645628301,0.9226740478687221,0,2,1,0,Scotland
0,0,2,2,Don`t know,5,1.1946105910843798,0.736047568200765,0,1,1,3,Scotland
1,0,2,4,Scottish National Party (SNP),2,-2.3351644769846898,0.8378778731380642,0,1,0,4,Scotland
1,1,1,5,Conservative,7,0.24258491066650498,-2.7753880231655494,0,1,0,3,Scotland
1,0,3,3,Scottish National Party (SNP),4,1.01219217634865,-1.1376488781124598,0,2,1,4,Scotland
1,1,1,5,Conservative,6,1.08831525282001,-0.320341896336337,1,1,0,4,Scotland
0,0,4,3,Labour,5,-0.34494537494661703,0.00323774602855341,0,-1,0,4,Scotland
0,0,3,2,Scottish National Party (SNP),7,1.3327938158302701,1.1821257015443998,0,2,0,4,Scotland
1,0,2,5,Refused,5,-1.79229994479154,-1.7096888494881397,0,-1,1,3,Scotland
1,0,1,4,Refused,5,0.0414666817356156,-1.21504489429339,0,1,1,5,Scotland
1,0,1,3,Liberal Democrat,5,-2.83586681035555,-2.09542219721356,1,1,1,3,Scotland
0,0,3,3,None / No party/ uncommitted,5,-0.46278984513045796,-0.192633523868587,0,2,1,3,Scotland
1,0,1,5,Liberal Democrat,3,-0.6624735676443699,1.0146399870113598,0,1,0,4,Scotland
0,0,3,4,Labour,5,1.30586700915193,0.320240431024543,1,2,0,3,Scotland
1,1,1,4,Conservative,7,-0.6907914927225209,-1.43278808263659,0,-1,0,5,Scotland
1,1,2,3,Conservative,5,0.2150071774817,-0.381775058323223,0,2,0,4,Scotland
0,0,4,1,None / No party/ uncommitted,5,-0.148405243204293,1.31306321457239,1,2,0,3,Scotland
1,0,3,2,Labour,5,1.0293768499570402,-0.37068651109410206,1,2,0,3,Scotland
1,1,1,5,Conservative,5,0.479242208551118,-1.8436345006708899,1,1,0,3,Scotland
1,1,3,3,None / No party/ uncommitted,5,-2.22788584802023,-0.0254041619397898,0,2,1,4,Scotland
0,0,4,2,None / No party/ uncommitted,5,2.12125109975052,1.7862684224811203,0,2,1,0,Scotland
0,0,3,1,Labour,5,-0.9513464301655309,0.41729945938174895,0,2,0,2,Scotland
1,0,3,4,Scottish National Party (SNP),5,1.94599112836815,-1.9082148167818502,1,1,1,3,Scotland
1,0,1,3,Labour,5,0.10002618372712199,0.552498733066846,1,2,1,1,Scotland
1,0,1,4,Scottish National Party (SNP),3,-0.381293096290294,1.14384805408334,0,2,0,2,Scotland
0,0,4,1,Scottish National Party (SNP),5,3.3273927632930804,1.25503238059601,0,2,0,3,Scotland
1,0,2,4,Scottish National Party (SNP),5,0.482938300823641,-0.46528022712493106,0,2,0,0,Scotland
1,0,1,3,Labour,5,0.10002618372712199,0.552498733066846,1,2,1,1,Scotland
1,1,1,3,None / No party/ uncommitted,10,0.43911817379850604,-2.07894923155634,1,1,0,0,Scotland
0,0,3,4,Scottish National Party (SNP),6,0.395363257847581,1.60720957934917,0,2,0,0,Scotland
1,0,2,4,Scottish National Party (SNP),5,0.9231877863387841,-0.49721745247621296,0,2,1,2,Scotland
1,0,1,3,Labour,2,-1.87458382816317,1.9695495724562702,0,2,0,5,South East
1,1,1,4,Conservative,7,-3.72265752193564,-1.0465823824755,0,1,1,4,South East
1,0,2,3,Labour,5,1.25669091889071,0.0734930569882799,1,2,1,4,South East
1,0,1,4,Labour,4,-0.7314580301118779,1.01782795617436,0,1,1,4,South East
1,1,1,5,Conservative,7,0.152518890801148,0.9373080093683629,1,2,0,4,South East
0,0,2,3,Conservative,5,-0.849659971416139,0.225151757913911,0,2,1,0,South East
1,1,1,3,Conservative,8,0.483032808639682,-0.343506832899981,1,2,0,0,South East
1,0,1,5,Labour,2,-2.30441687731002,1.4710423970619801,0,1,1,5,South East
1,1,2,4,None / No party/ uncommitted,5,2.06663665441845,-0.6667190227498709,1,2,1,0,South East
1,0,1,4,Labour,1,-2.05680914025181,2.38180546786492,0,1,0,4,South East
1,0,1,4,Conservative,5,0.9986763047777081,0.9892563663678942,1,1,1,4,South East
1,0,3,4,United Kingdom Independence Party (UKIP),6,1.7542884983419198,0.3889928771949939,1,2,1,0,South East
1,1,2,4,Conservative,8,-1.6111767918727198,-1.3586054816359499,1,-1,1,1,South East
